case,run,enable,force_x__mean,force_x__std,force_x__var,force_x__max,force_x__min,force_x__rms,force_x__peak2peak,force_x__sum,force_x__kurtosis,force_x__skewness,force_y__mean,force_y__std,force_y__var,force_y__max,force_y__min,force_y__rms,force_y__peak2peak,force_y__sum,force_y__kurtosis,force_y__skewness,force_z__mean,force_z__std,force_z__var,force_z__max,force_z__min,force_z__rms,force_z__peak2peak,force_z__sum,force_z__kurtosis,force_z__skewness,vib_x__mean,vib_x__std,vib_x__var,vib_x__max,vib_x__min,vib_x__rms,vib_x__peak2peak,vib_x__sum,vib_x__kurtosis,vib_x__skewness,vib_y__mean,vib_y__std,vib_y__var,vib_y__max,vib_y__min,vib_y__rms,vib_y__peak2peak,vib_y__sum,vib_y__kurtosis,vib_y__skewness,vib_z__mean,vib_z__std,vib_z__var,vib_z__max,vib_z__min,vib_z__rms,vib_z__peak2peak,vib_z__sum,vib_z__kurtosis,vib_z__skewness,ae_rms__mean,ae_rms__std,ae_rms__var,ae_rms__max,ae_rms__min,ae_rms__rms,ae_rms__peak2peak,ae_rms__sum,ae_rms__kurtosis,ae_rms__skewness
1,11,True,2.768736175636229,2.9471040900363596,8.68542251750904,11.397,-5.999,4.043676857488216,17.396,606095.73,-0.48766997092665854,0.1426980365991449,2.6337443343520306,6.030953785523575,36.37240356312114,26.906,-15.9,6.58095834828428,42.806,576545.071,0.5342344145786968,0.43593875291775175,2.082584015129713,3.8633824848491836,14.925724224239453,16.056,-8.166,4.388949806538376,24.222,455892.21900000004,-0.3117449520669062,0.48162870519531487,-0.005054648777791482,0.07718219720297322,0.005957091565078647,0.376,-0.394,0.07734753415168111,0.77,-1106.498,0.2676831491560958,-0.004717310323197364,-0.010076384035229573,0.07483339215050593,0.005600036580751401,0.327,-0.36,0.07550874185136996,0.687,-2205.791,0.10197072910769434,-0.016139008127131677,-0.012541654675273062,0.0814534183557564,0.006634659361837874,0.38,-0.453,0.08241330271158699,0.833,-2745.456,0.12562331762755274,-0.048782338815864294,0.12443853325841568,0.03485176749342944,0.001214645697416065,0.332,-0.005,0.12922690995656397,0.337,27240.466,6.126934201746684,1.756730837230522
1,12,True,2.859315728428436,2.9981015066578403,8.988612644224013,11.099,-6.136,4.142981906678117,17.235,626167.27,-0.45219711728055767,0.15365420166060795,2.748919348652005,6.190787787302994,38.325853427419894,28.727,-17.111,6.773655660927359,45.838,601991.3459999999,0.5596710128169637,0.46865827798013,2.1907490775918754,4.024301511344012,16.195002654205698,15.916,-7.991,4.581962917263228,23.907,479756.522,-0.3095249595957732,0.4833517045781155,-0.001607720829984657,0.07871233360032989,0.006195631460809622,0.414,-0.411,0.07872875095590422,0.825,-352.078,0.3109248984758435,-0.007784164765499422,-0.0055046622707678825,0.07611301188911863,0.005793190578833115,0.373,-0.376,0.07631180698652294,0.749,-1205.477,0.16848340012592056,-0.038179240240213456,-0.00651720610798568,0.08295697449064016,0.006881859616640723,0.378,-0.425,0.08321258073209055,0.8029999999999999,-1427.216,0.16761869864616008,-0.057682829068710854,0.12782397073865712,0.0362887833944379,0.0013168758002484314,0.329,-0.005,0.13287529226927594,0.334,27992.427,4.870786421455479,1.6380680434988273
1,13,True,4.791268454879985,3.1640479069857435,10.011199157700863,15.72,-3.812,5.741729057037514,19.532,1053345.996,0.03820109161098495,0.676196602626725,2.526244956719901,6.350951306522194,40.33458249781596,28.185,-23.583,6.834946677126947,51.768,555387.375,0.6437854008427841,0.4187485221141945,1.2382476858906422,3.7894535597622445,14.359958281594746,12.799,-8.117,3.9866296057206365,20.916,272225.039,-0.5126330375453341,0.4449640263533028,0.007839583892434283,0.08030752048378022,0.006449297846252779,0.356,-0.346,0.08068926150275076,0.702,1723.509,0.14625942342663523,0.01868861403388606,0.012903078049734588,0.07577877183537131,0.005742422260877263,0.33,-0.305,0.07686944571177033,0.635,2836.703,0.023522148381865726,-0.003263485049396472,0.016140293021965277,0.08287921395979685,0.006868964106593784,0.358,-0.371,0.0844362076684445,0.729,3548.3950000000004,0.02015115152161684,0.007498563912817063,0.1276045931943579,0.03557566531416856,0.0012656279625457357,0.305,-0.005,0.1324709785833988,0.31,28053.487,3.4841597654374494,1.1077865616407818
1,14,True,6.0267627487065205,3.305421712287626,10.925812696062463,16.622,-2.923,6.873694925239194,19.545,1319758.587,0.0196699500709423,0.6349816880916472,2.5619296520734487,6.62466423707358,43.88617625396168,30.026,-16.275,7.102792394272471,46.301,561019.041,0.6529109088978862,0.4985796176643485,1.232498148258084,4.097619445090688,16.790485116785316,15.652,-9.252,4.278964454426435,24.904,269896.142,-0.47392004527051945,0.4621428224994403,-0.003425562714913943,0.08006943645670228,0.006411114654493885,0.352,-0.367,0.08014267985541595,0.719,-750.14,0.19124719323618766,-0.018945576413320828,-0.00934652004950156,0.0755277379520011,0.005704439200146147,0.305,-0.33,0.07610385428598135,0.635,-2046.729,0.012391949631456622,-0.02300501662310988,-0.012298507190055848,0.08255483207005189,0.006815300298114468,0.318,-0.386,0.0834658827139468,0.704,-2693.1639999999998,0.00032746618794288196,-0.009242750621250868,0.14246224136120156,0.037752669567932676,0.0014252640595055098,0.362,-0.005,0.14737962638425556,0.367,31196.809,4.002107637667756,1.0686570582439543
1,15,True,7.169776971389969,3.3340652479719797,11.115991077734458,18.316,-2.144,7.907066010677309,20.46,1570783.418,0.01917606086375212,0.6365938627629885,2.6340435814573406,6.692239472685792,44.7860691597738,31.007,-17.005,7.191957643701081,48.012,577076.804,0.6824171945034463,0.4973948362400009,1.310684349381972,4.275931715695345,18.283592037289335,15.394,-9.316,4.472302035977018,24.71,287149.97,-0.4940531628577052,0.48174711095715533,-0.007286721075021453,0.081109865095736,0.0065788102158484945,0.36,-0.386,0.08143651834326943,0.746,-1596.404,0.1706856779522954,-0.020448436775723403,-0.01228289149367366,0.07624224336148366,0.005812879672791699,0.316,-0.329,0.07722531383061554,0.645,-2690.985,0.015709979546434383,-0.016740715654681434,-0.01639139782001424,0.08395505590171524,0.007048451411460132,0.341,-0.394,0.08554022056292641,0.7350000000000001,-3591.093,0.01243308519039621,-0.012123509595323205,0.14467850687407569,0.04265174187356835,0.0018191710848495036,0.361,-0.005,0.1508344835777332,0.366,31696.746,3.4867535599405253,1.245371097248536
1,16,True,8.26441219653522,3.2967727961724402,10.86871086958265,19.033,-0.31,8.897708683915358,19.343,1811369.072,0.02182024834427798,0.6354460458754956,2.7183128476071854,6.666119379898727,44.43714758706138,30.47,-16.805,7.199053571444489,47.275,595791.655,0.6881898896171017,0.49552239557869726,1.385716306911765,4.359750833778967,19.007427332636396,16.286,-9.117,4.574673432702883,25.403000000000002,303717.1429999999,-0.5250618878651219,0.4842720555971996,-0.003044767471039388,0.08157376400694569,0.006654278974260868,0.374,-0.354,0.0816305677011594,0.728,-667.343,0.15541958997401029,-0.022729638342330164,-0.00542335190280002,0.07682659146069988,0.005902325155469283,0.313,-0.321,0.0770177765280905,0.634,-1188.674,0.012045698324238963,-0.020274457658918183,-0.0077243780141164455,0.08449469811299647,0.007139354009206408,0.325,-0.422,0.08484703898729391,0.747,-1693.006,0.017086921519061438,-0.023663277266077552,0.14292798514442667,0.04314220089924228,0.0018612494984305817,0.381,-0.005,0.14929721509752292,0.386,31326.527000000002,4.36572743539243,1.5493009706377194
1,17,True,9.352744229461356,3.353025141632842,11.242777600421942,20.121,0.371,9.935622890495825,19.75,2049064.675,0.026611142558503165,0.6355781449029326,2.753795775194329,6.747743652442011,45.53204439907146,31.863,-17.554,7.288033724575484,49.417,603320.855,0.6997712391548565,0.4993803348966057,1.445106761240968,4.469678610025089,19.97802687691581,15.717,-9.479,4.697484478771609,25.195999999999998,316604.105,-0.5238846439632487,0.488803128432248,-0.001122745758534281,0.08238767625959172,0.006787729199455292,0.384,-0.405,0.08239532606582486,0.789,-245.979,0.16803443140279706,-0.020182827291427157,-0.003077745370560553,0.0773722079959673,0.0059864585701712245,0.314,-0.33,0.07743339774759489,0.644,-674.2939999999999,0.028088824864178186,-0.027172507989632364,-0.004971810285411732,0.08531134372674248,0.007278025368462404,0.336,-0.412,0.0854560955460553,0.748,-1089.259,0.012716896890583307,-0.027485540303228514,0.14004328873917665,0.04246201646523267,0.0018030228422936901,0.403,-0.005,0.14633914569648854,0.40800000000000003,30681.663999999997,5.417395617290115,1.6527056336188792
1,18,True,10.394296435974468,3.3505852345049565,11.226421413682635,22.009,0.912,10.920980716611222,21.097,2276579.594,0.01766931632753499,0.6344528373123883,2.771960547342276,6.732685709749828,45.329056866269546,30.57,-17.946,7.280990464373074,48.516000000000005,607120.343,0.7358037912589097,0.5047189395886865,1.4986443370985565,4.503479260109997,20.28132544624089,16.716,-9.145,4.746289107856628,25.861,328236.08,-0.5302521604549857,0.48924899859949,-0.0009866406114454258,0.08193291879287444,0.0067130031819197565,0.368,-0.37,0.08193885916716141,0.738,-216.09600000000006,0.17472272314119364,-0.017630634287330832,-0.003613942891581667,0.07697225604431465,0.005924728200551533,0.336,-0.323,0.07705704889090385,0.659,-791.5329999999999,0.03173058822393848,-0.029088500639614847,-0.004828556035466757,0.08535574588853738,0.007285603356188565,0.346,-0.39,0.08549221198200575,0.736,-1057.56,0.0191479354935864,-0.027254410218281476,0.13721845750655184,0.03833864079199937,0.001469851377777958,0.345,-0.005,0.14247370444490917,0.35,30053.861,4.046159696273482,1.3260682666743597
1,19,True,11.439309381246634,3.3615078143954724,11.299734786241824,22.748,2.76,11.922983431428522,19.988,2506558.593,0.015974038388845813,0.6377537339180934,2.7981866163437052,6.7077138093485384,44.99342454812508,31.434,-18.259,7.267962086307971,49.693,613133.055,0.735871117366794,0.5016694255541755,1.548826787393094,4.550945026119811,20.711100630764648,17.085,-9.277,4.807282501383819,26.362000000000002,339375.828,-0.5747832681146421,0.4785491453556289,-0.0017287580207924497,0.08157489536556828,0.006654463553903412,0.382,-0.371,0.08159321147128519,0.753,-378.802,0.16052869724247687,-0.017897828212264745,-0.004561546746501885,0.07674670866532332,0.0058900572909600145,0.306,-0.321,0.07688215007191551,0.627,-999.517,0.029236419355985532,-0.028806143203666437,-0.006722227293056709,0.0853281255579708,0.0072808890112368305,0.332,-0.429,0.0855925075635499,0.761,-1472.961,0.007255895727948047,-0.024675927763238084,0.1363987714382205,0.04021964143633289,0.0016176195572671856,0.361,-0.005,0.14220493805463685,0.366,29887.426,5.0533968183283875,1.5445163142094858
1,20,True,12.483285149364823,3.387346824651669,11.474118510477744,23.477,3.088,12.934702417559906,20.389,2733764.548,0.0034812307376279605,0.6363915007538385,2.841012543722659,6.779042973343652,45.95542363443995,31.719,-18.383,7.350290872341683,50.102000000000004,622164.701,0.7386410055550012,0.5040861105544,1.621182548380321,4.670452082152832,21.813122651685724,16.812,-8.889,4.943819930666836,25.701,355029.25100000005,-0.5602886003450127,0.4887099556107948,-0.0006494561494835477,0.08119124491427243,0.0065920182507293685,0.368,-0.393,0.0811938424021149,0.761,-142.22700000000003,0.18785397868819853,-0.013082574874482349,-0.0031617030603578182,0.07662857483529362,0.0058719384812881935,0.316,-0.342,0.0766937731991983,0.658,-692.394,0.03687519744728851,-0.02883716571715235,-0.004762427281112725,0.08508542068227967,0.007239528812680505,0.383,-0.426,0.08521859847643817,0.8089999999999999,-1042.943,0.028388643037732475,-0.022742514802433514,0.1319227832726011,0.0360503520291635,0.001299627881426613,0.318,-0.005,0.13675982095563116,0.323,28890.298000000003,3.7609494326624473,1.2167648893481218
1,21,True,3.09082804931253,3.007449316410312,9.044751390776852,11.727,-5.489,4.312536309550791,17.216,687205.436,-0.6658834143748043,0.05855753989863665,2.554461268254946,5.839980828801023,34.105376080763484,25.453,-22.816,6.37421747760289,48.269,567951.255,0.5224268043872033,0.3365214672464751,0.4276533460467669,3.9619386306991156,15.696957713425983,14.134,-9.756,3.9849523331918264,23.89,95083.16200000001,-0.4844742965068898,0.4363508644872285,0.009753590270625221,0.08758972125724361,0.007671959269921634,0.423,-0.399,0.08813110570671895,0.8220000000000001,2168.584,0.14016819932326152,0.026428369156981577,0.013168330057525287,0.08319238006732588,0.006920972101266399,0.375,-0.349,0.08422812486200985,0.724,2927.807,0.12971879916316764,-0.012271374278887066,0.016664914071881875,0.09065467098994974,0.008218269372296035,0.429,-0.433,0.0921736878578656,0.862,3705.2270000000003,0.07225267335475838,-0.02075408909997333,0.115810027120992,0.031828043241692736,0.0010130243365950628,0.279,-0.005,0.12010406620243948,0.28400000000000003,25748.854,2.50510089536432,0.8138231171980087
1,22,True,3.502538539178568,3.234531123955173,10.462191591834713,12.547,-5.72,4.767595600537638,18.267,766912.336,-0.6120174001739103,0.07867905256632504,2.5883197128229485,6.296063298000514,39.64041305242911,28.56,-19.342,6.807335160561508,47.902,566735.896,0.5636358352146682,0.4392072126603315,0.47108191031197627,4.391604390925171,19.286189126393246,15.475,-10.288,4.416798307894128,25.762999999999998,103147.62400000001,-0.4604156375165882,0.4879526701044377,-0.0021489319918340877,0.08807224947376852,0.007756721127369719,0.397,-0.411,0.08809846216634686,0.808,-470.528,0.18397625335767742,-0.011588780088557642,-0.008930000593718459,0.08356852326687657,0.006983698081006491,0.342,-0.377,0.08404429184430255,0.7190000000000001,-1955.304,0.11910861779463744,-0.01560609121616931,-0.011558899154636256,0.09151118978336369,0.008374297855566806,0.369,-0.391,0.09223831094092008,0.76,-2530.925,0.07763626110806854,-0.02254284046297892,0.1297747432167666,0.03520095910465187,0.0012391075218873733,0.312,-0.005,0.1344640899975346,0.317,28415.347999999998,3.7887867161694473,1.2229320455249935
1,23,True,3.6275317288850926,3.2628381036805707,10.646112490829823,13.062,-5.697,4.87904692895015,18.759,794186.404,-0.6105784200215743,0.08046908250822708,2.7015300525731614,6.364575464048573,40.50782083756911,28.201,-18.899,6.914194491227815,47.1,591454.0789999999,0.6382731439883589,0.4503044125025447,0.5468971511832387,4.532134318031209,20.54024147667621,16.263,-10.418,4.565012373548242,26.681,119733.834,-0.4799680431344817,0.48929033572993,-0.006163241722353414,0.0883151965275929,0.007799573937707357,0.364,-0.401,0.08852999201533633,0.765,-1349.337,0.19008060629854295,0.00043124865725328886,-0.01095264304604605,0.08386729788896471,0.007033723655196345,0.349,-0.367,0.0845794540351878,0.716,-2397.895,0.13598767059535932,-0.005136703917598708,-0.014946348882991602,0.09235838995323356,0.008530072194753553,0.383,-0.405,0.09355995692434696,0.788,-3272.2490000000003,0.0877800471742658,-0.011784777440584461,0.12453654771094352,0.03380930192918434,0.001143068896938748,0.312,-0.005,0.12904425834843974,0.317,27265.16,3.7890979160131817,1.1729413192785425
1,24,True,3.7797003912545253,3.313499900120745,10.979281588100186,13.397,-5.821,5.026471589072179,19.218,827901.794,-0.6125071106669759,0.07501162386727239,2.7909997260761785,6.374430652267581,40.63336614056849,31.635,-18.117,6.958666942132365,49.752,611337.7890000001,0.6785448324523546,0.458704897668349,0.634605202726455,4.632739457317295,21.462274879384545,16.411,-10.655,4.6760024211619085,27.066000000000003,139003.289,-0.4962249949506097,0.49072406166182064,-0.0019640520637877273,0.08768047272747724,0.007687865297713879,0.396,-0.414,0.08770246745800911,0.81,-430.20399999999995,0.1794371361895326,-0.006456081617799635,-0.004845096078780492,0.08294535750834524,0.006879932332187204,0.379,-0.376,0.08308674556269381,0.755,-1061.265,0.13802001508297446,-0.011583093566991581,-0.006738526015914974,0.09199011095750849,0.008462180513974724,0.376,-0.446,0.09223658843887217,0.8220000000000001,-1476.0,0.09143733981194524,-0.02414889571108886,0.12194741575701132,0.0334327040453302,0.0011177456997826382,0.282,-0.005,0.12644729301015506,0.287,26711.24,3.7862278254668276,1.2145558778460266
