case,run,sensor,idx_exit_start,signal_length,exit_frac,has_exit,exit_confidence,shift_vs_smcDC
8,5,smcDC,7008,9000,0.7786666666666666,True,2.726805620659314,-206
8,6,smcDC,6896,9000,0.7662222222222222,True,4.798587325887565,-207
9,1,smcDC,6832,9000,0.7591111111111111,True,3.675925749697266,-168
9,2,smcDC,6880,9000,0.7644444444444445,True,1.5501759846994163,-78
9,3,smcDC,6848,9000,0.7608888888888888,True,1.7111790772911881,-94
9,4,smcDC,6880,9000,0.7644444444444445,True,2.430447433601569,-142
9,5,smcDC,6848,9000,0.7608888888888888,True,131.81080690958564,-158
9,6,smcDC,6864,9000,0.7626666666666667,True,24.52240766655711,-142
9,7,smcDC,6992,9000,0.7768888888888889,True,34.947550473809365,-288
9,8,smcDC,7040,9000,0.7822222222222223,True,24.316610666919885,-271
9,9,smcDC,6944,9000,0.7715555555555556,True,41.9900147725555,-158
10,1,smcDC,9000,9000,1.0,False,0.537272498428503,0
10,2,smcDC,9000,9000,1.0,False,0.5145027167466555,0
10,3,smcDC,9000,9000,1.0,False,0.739715366940614,0
10,4,smcDC,9000,9000,1.0,False,0.3339660783864914,0
10,5,smcDC,9000,9000,1.0,False,0.5340756065040458,0
10,6,smcDC,9000,9000,1.0,False,0.41666580251945784,0
10,7,smcDC,9000,9000,1.0,False,0.84263351581256,0
10,8,smcDC,9000,9000,1.0,False,0.0,0
10,9,smcDC,9000,9000,1.0,False,0.0,0
10,10,smcDC,9000,9000,1.0,False,0.0,0
11,1,smcDC,9000,9000,1.0,False,0.5217831068923886,0
11,2,smcDC,9000,9000,1.0,False,0.5336963134408689,0
11,3,smcDC,9000,9000,1.0,False,0.6681844756918872,0
11,4,smcDC,9000,9000,1.0,False,0.8453497100886731,0
11,5,smcDC,9000,9000,1.0,False,0.7694707774923603,0
11,6,smcDC,9000,9000,1.0,False,0.8792759464249958,0
11,7,smcDC,9000,9000,1.0,False,0.8130030364343623,0
11,8,smcDC,9000,9000,1.0,False,0.5056709416449665,0
11,9,smcDC,9000,9000,1.0,False,0.6013565353861386,0
11,10,smcDC,9000,9000,1.0,False,0.4898787419108322,0
11,11,smcDC,9000,9000,1.0,False,0.39251996599090816,0
11,12,smcDC,9000,9000,1.0,False,0.4533013518140868,0
11,13,smcDC,9000,9000,1.0,False,0.5056094053436836,0
11,14,smcDC,9000,9000,1.0,False,0.449553676708075,0
11,15,smcDC,9000,9000,1.0,False,0.5585740364478815,0
11,16,smcDC,9000,9000,1.0,False,0.781826043618462,0
11,17,smcDC,9000,9000,1.0,False,0.45692060387428407,0
11,18,smcDC,9000,9000,1.0,False,0.5710432013587873,0
11,19,smcDC,9000,9000,1.0,False,0.5912727684235423,0
11,20,smcDC,7072,9000,0.7857777777777778,True,1.8474362188016649,-1928
11,21,smcDC,9000,9000,1.0,False,0.2594189703521742,0
11,22,smcDC,9000,9000,1.0,False,0.5590615135405204,0
11,23,smcDC,8400,9000,0.9333333333333333,True,1.0019677058722114,-600
12,1,smcDC,11728,15360,0.7635416666666667,True,1.4803379787729558,-3632
12,2,smcDC,6912,9000,0.768,True,2.756632075024022,-110
12,3,smcDC,6688,9000,0.7431111111111111,True,2.055503786554794,-142
12,4,smcDC,6736,9000,0.7484444444444445,True,1.166381692963153,-78
12,5,smcDC,8032,9000,0.8924444444444445,True,2.318783459156173,1202
12,6,smcDC,6912,9000,0.768,True,2.5479927709177415,-126
12,7,smcDC,7152,9000,0.7946666666666666,True,1.4617395414912422,142
12,8,smcDC,8272,9000,0.9191111111111111,True,1.5127408992352767,1282
12,9,smcDC,6848,9000,0.7608888888888888,True,1.2642131024870527,-94
12,10,smcDC,6752,9000,0.7502222222222222,True,1.2566114989897974,-222
12,11,smcDC,6752,9000,0.7502222222222222,True,1.631957810029376,-142
12,12,smcDC,9000,9000,1.0,False,0.27682423417229896,1988
12,13,smcDC,6880,9000,0.7644444444444445,True,2.481788257944643,-126
12,14,smcDC,9000,9000,1.0,False,0.5079518828334962,1946
12,15,smcDC,6688,9000,0.7431111111111111,True,10.187333194851128,-158
13,1,smcDC,9000,9000,1.0,False,0.6154108595629771,0
13,2,smcDC,9000,9000,1.0,False,0.6054421358790322,0
13,3,smcDC,9000,9000,1.0,False,0.6403197041191019,0
13,4,smcDC,9000,9000,1.0,False,0.340414178229942,0
13,5,smcDC,9000,9000,1.0,False,0.3283200963563957,0
13,6,smcDC,9000,9000,1.0,False,0.5866495184192759,0
13,7,smcDC,9000,9000,1.0,False,0.49263520635096514,0
13,8,smcDC,9000,9000,1.0,False,0.45364082609632034,0
13,9,smcDC,9000,9000,1.0,False,0.2771882453077857,0
13,10,smcDC,9000,9000,1.0,False,0.4463323673113851,0
13,11,smcDC,9000,9000,1.0,False,0.28298311758193834,0
13,12,smcDC,9000,9000,1.0,False,0.23782149770168287,0
13,13,smcDC,9000,9000,1.0,False,0.21217860030484303,0
13,14,smcDC,9000,9000,1.0,False,0.0,0
13,15,smcDC,9000,9000,1.0,False,0.0,0
14,1,smcDC,7184,9000,0.7982222222222223,True,3.453379138320241,-178
14,2,smcDC,6736,9000,0.7484444444444445,True,2.1880693236827646,-188
14,3,smcDC,6912,9000,0.768,True,4.019293159089781,-142
14,4,smcDC,6976,9000,0.7751111111111111,True,1.6536906130517517,-126
14,5,smcDC,6960,9000,0.7733333333333333,True,1.891351026632441,-158
14,6,smcDC,6832,9000,0.7591111111111111,True,2.6358504715695035,-206
14,8,smcDC,6880,9000,0.7644444444444445,True,33.19612230702684,-234
14,9,smcDC,6976,9000,0.7751111111111111,True,19.27023638090355,-248
14,10,smcDC,6896,9000,0.7662222222222222,True,18.45068367951179,-142
15,1,smcDC,9000,9000,1.0,False,0.43421891588020334,0
15,2,smcDC,9000,9000,1.0,False,0.16604519060957137,0
15,3,smcDC,9000,9000,1.0,False,0.7198836175369542,0
15,4,smcDC,9000,9000,1.0,False,0.2664118391142722,0
15,5,smcDC,9000,9000,1.0,False,0.5677388164549622,0
15,6,smcDC,9000,9000,1.0,False,0.7174284507908333,0
15,7,smcDC,9000,9000,1.0,False,0.0,0
16,1,smcDC,6960,9000,0.7733333333333333,True,6.618315300506428,-158
16,2,smcDC,6880,9000,0.7644444444444445,True,39.61121892556713,-158
16,3,smcDC,7056,9000,0.784,True,136.38007826221508,-158
16,4,smcDC,7008,9000,0.7786666666666666,True,15.062725037077527,-142
16,5,smcDC,6960,9000,0.7733333333333333,True,21.33826881812781,-237
16,6,smcDC,6976,9000,0.7751111111111111,True,43.23575260900098,-158
1,1,smcAC,7856,9000,0.8728888888888889,True,1.1812208423072743,802
1,2,smcAC,9000,9000,1.0,False,0.9303178142702195,1754
1,3,smcAC,9000,9000,1.0,False,0.7925493172944856,1754
1,4,smcAC,9000,9000,1.0,False,0.8171866324519707,1850
1,5,smcAC,9000,9000,1.0,False,0.9959064357693397,1594
1,6,smcAC,9000,9000,1.0,False,0.7880125268569672,1642
1,7,smcAC,9000,9000,1.0,False,0.8344781370010897,2330
1,8,smcAC,9000,9000,1.0,False,0.725775877416565,1626
1,9,smcAC,9000,9000,1.0,False,0.7721974493136082,1706
1,10,smcAC,9000,9000,1.0,False,0.9906492998895818,1760
1,11,smcAC,9000,9000,1.0,False,0.8460333169133879,1650
1,12,smcAC,9000,9000,1.0,False,0.7346357617680503,1162
1,13,smcAC,9000,9000,1.0,False,0.7542079782285017,1386
1,14,smcAC,9000,9000,1.0,False,0.5183545062484167,1466
1,15,smcAC,9000,9000,1.0,False,0.7903851082209994,1354
1,16,smcAC,9000,9000,1.0,False,0.9594948237568811,1594
1,17,smcAC,9000,9000,1.0,False,0.9295098264304503,1630
2,1,smcAC,9000,9000,1.0,False,0.0,0
2,2,smcAC,9000,9000,1.0,False,0.9936876419546622,1706
2,3,smcAC,9000,9000,1.0,False,0.98546789360977,2154
2,4,smcAC,9000,9000,1.0,False,0.8902942265712646,1610
2,5,smcAC,9000,9000,1.0,False,0.7978135548557888,1722
2,6,smcAC,9000,9000,1.0,False,0.786294541228381,1818
2,7,smcAC,9000,9000,1.0,False,0.8023786252920473,1754
2,8,smcAC,9000,9000,1.0,False,0.6533055735401943,1834
2,9,smcAC,9000,9000,1.0,False,0.8479404923311502,1882
2,10,smcAC,9000,9000,1.0,False,0.9463335887090174,826
2,11,smcAC,9000,9000,1.0,False,0.7613082155621703,2058
2,12,smcAC,9000,9000,1.0,False,0.5755238843032191,2106
2,13,smcAC,9000,9000,1.0,False,0.6100796300129797,1752
2,14,smcAC,9000,9000,1.0,False,0.5404336499310163,874
3,1,smcAC,9000,9000,1.0,False,0.704627958551356,0
3,2,smcAC,9000,9000,1.0,False,0.8964597959081906,0
3,3,smcAC,9000,9000,1.0,False,0.991891877779528,0
3,5,smcAC,9000,9000,1.0,False,0.7629399696594856,0
3,6,smcAC,9000,9000,1.0,False,0.8904440738367816,0
3,7,smcAC,9000,9000,1.0,False,0.8958736063461128,0
3,8,smcAC,9000,9000,1.0,False,0.49826118966879007,0
3,9,smcAC,9000,9000,1.0,False,0.707248582623777,0
3,10,smcAC,9000,9000,1.0,False,0.5645235327133714,0
3,11,smcAC,9000,9000,1.0,False,0.5359962647448127,0
3,12,smcAC,9000,9000,1.0,False,0.4794143991263612,0
3,14,smcAC,9000,9000,1.0,False,0.5671931344581848,0
3,15,smcAC,9000,9000,1.0,False,0.5539929863315275,0
3,16,smcAC,9000,9000,1.0,False,0.5670008776017021,0
4,1,smcAC,9000,9000,1.0,False,0.7484807614735354,0
4,2,smcAC,9000,9000,1.0,False,0.5791376949213994,0
4,3,smcAC,9000,9000,1.0,False,0.5450221893269268,0
4,4,smcAC,9000,9000,1.0,False,0.6271419360519254,0
4,5,smcAC,9000,9000,1.0,False,0.6860673575964136,0
4,6,smcAC,9000,9000,1.0,False,0.6457459277986386,0
4,7,smcAC,9000,9000,1.0,False,0.7296444786673392,0
5,1,smcAC,7024,9000,0.7804444444444445,True,1.2113599278389515,18
5,2,smcAC,9000,9000,1.0,False,0.7943738370128308,1930
5,3,smcAC,9000,9000,1.0,False,0.8043043316307237,1818
5,4,smcAC,7840,9000,0.8711111111111111,True,1.0762079046151718,626
5,5,smcAC,7072,9000,0.7857777777777778,True,1.1492738237255353,-226
5,6,smcAC,7920,9000,0.88,True,1.036533687717932,626
7,1,smcAC,9000,9000,1.0,False,0.9096857216981855,0
7,2,smcAC,9000,9000,1.0,False,0.6931398664768222,0
7,3,smcAC,9000,9000,1.0,False,0.7432916560411748,0
7,4,smcAC,9000,9000,1.0,False,0.6497815566905472,0
7,5,smcAC,9000,9000,1.0,False,0.6343224601177921,0
7,6,smcAC,9000,9000,1.0,False,0.5468460435296604,0
7,7,smcAC,9000,9000,1.0,False,0.49080146297822796,0
7,8,smcAC,9000,9000,1.0,False,0.5260278534069038,0
8,1,smcAC,9000,9000,1.0,False,0.9417592879128344,1946
8,2,smcAC,9000,9000,1.0,False,0.7106964285560191,1838
8,3,smcAC,9000,9000,1.0,False,0.7387539350064264,1866
8,4,smcAC,9000,9000,1.0,False,0.6230788460268134,1898
8,5,smcAC,9000,9000,1.0,False,0.8736500779848779,1786
8,6,smcAC,9000,9000,1.0,False,0.9047917227410843,1897
9,1,smcAC,9000,9000,1.0,False,0.8198159277292316,2000
9,2,smcAC,9000,9000,1.0,False,0.8796425600288345,2042
9,3,smcAC,7008,9000,0.7786666666666666,True,1.0845249807572355,66
9,4,smcAC,9000,9000,1.0,False,0.8706994726743058,1978
9,5,smcAC,9000,9000,1.0,False,0.765571086518306,1994
9,6,smcAC,9000,9000,1.0,False,0.9390099739252219,1994
9,7,smcAC,9000,9000,1.0,False,0.5749116229390543,1720
9,8,smcAC,9000,9000,1.0,False,0.8379338337669767,1689
9,9,smcAC,9000,9000,1.0,False,0.5503174242846977,1898
10,1,smcAC,9000,9000,1.0,False,0.6935382834124884,0
10,2,smcAC,9000,9000,1.0,False,0.6306585244559647,0
10,3,smcAC,9000,9000,1.0,False,0.557369698891056,0
10,4,smcAC,9000,9000,1.0,False,0.5640988790907516,0
10,5,smcAC,9000,9000,1.0,False,0.6155111214571819,0
10,6,smcAC,9000,9000,1.0,False,0.5925156249502813,0
10,7,smcAC,9000,9000,1.0,False,0.4326044676631479,0
10,8,smcAC,9000,9000,1.0,False,0.5843195083008841,0
10,9,smcAC,9000,9000,1.0,False,0.5490681654291959,0
10,10,smcAC,9000,9000,1.0,False,0.31586493052800063,0
11,1,smcAC,9000,9000,1.0,False,0.7932624006386688,0
11,2,smcAC,9000,9000,1.0,False,0.8661783957886247,0
11,3,smcAC,9000,9000,1.0,False,0.9840106101726962,0
11,4,smcAC,9000,9000,1.0,False,0.8887645291273718,0
11,5,smcAC,9000,9000,1.0,False,0.7372074949559279,0
11,6,smcAC,9000,9000,1.0,False,0.7108122900521524,0
11,7,smcAC,9000,9000,1.0,False,0.5390590188586366,0
11,8,smcAC,9000,9000,1.0,False,0.6611471323021199,0
11,9,smcAC,9000,9000,1.0,False,0.7544149890975451,0
11,10,smcAC,9000,9000,1.0,False,0.4974281815232182,0
11,11,smcAC,9000,9000,1.0,False,0.720902540284674,0
11,12,smcAC,9000,9000,1.0,False,0.6618647328827943,0
11,13,smcAC,9000,9000,1.0,False,0.7365550446071344,0
11,14,smcAC,9000,9000,1.0,False,0.6867077257311295,0
11,15,smcAC,9000,9000,1.0,False,0.774382079674963,0
11,16,smcAC,9000,9000,1.0,False,0.620795424976455,0
11,17,smcAC,9000,9000,1.0,False,0.6186442399211873,0
11,18,smcAC,9000,9000,1.0,False,0.5229791431041738,0
11,19,smcAC,9000,9000,1.0,False,0.48847808436319,0
11,20,smcAC,9000,9000,1.0,False,0.475999404971918,0
11,21,smcAC,9000,9000,1.0,False,0.5247643418556247,0
11,22,smcAC,9000,9000,1.0,False,0.8075625587431435,0
11,23,smcAC,9000,9000,1.0,False,0.7388954968128519,0
12,1,smcAC,15360,15360,1.0,False,0.9238971247504846,0
12,2,smcAC,9000,9000,1.0,False,0.7973694156656458,1978
12,3,smcAC,9000,9000,1.0,False,0.9591900835522634,2170
12,4,smcAC,6864,9000,0.7626666666666667,True,1.3722121192523502,50
12,5,smcAC,7056,9000,0.784,True,1.0281626647811632,226
12,6,smcAC,9000,9000,1.0,False,0.8962491022655605,1962
12,7,smcAC,9000,9000,1.0,False,0.6965135884425108,1990
12,8,smcAC,9000,9000,1.0,False,0.6375506852088503,2010
12,9,smcAC,9000,9000,1.0,False,0.7918145055020407,2058
12,10,smcAC,9000,9000,1.0,False,0.805667085632366,2026
12,11,smcAC,9000,9000,1.0,False,0.9766037263892821,2106
12,12,smcAC,9000,9000,1.0,False,0.23630743173030785,1988
12,13,smcAC,9000,9000,1.0,False,0.6575226294012971,1994
12,14,smcAC,9000,9000,1.0,False,0.8149328255523687,1946
12,15,smcAC,9000,9000,1.0,False,0.5376338980858718,2154
13,1,smcAC,9000,9000,1.0,False,0.7790968412801742,0
13,2,smcAC,9000,9000,1.0,False,0.8615310061257274,0
13,3,smcAC,9000,9000,1.0,False,0.7333102152854932,0
13,4,smcAC,9000,9000,1.0,False,0.8130235359761802,0
13,5,smcAC,9000,9000,1.0,False,0.9043679784931433,0
13,6,smcAC,9000,9000,1.0,False,0.6808244709997834,0
13,7,smcAC,9000,9000,1.0,False,0.5896922092815926,0
13,8,smcAC,9000,9000,1.0,False,0.5607688103768045,0
13,9,smcAC,9000,9000,1.0,False,0.6351711182648396,0
13,10,smcAC,9000,9000,1.0,False,0.7035532561038697,0
13,11,smcAC,9000,9000,1.0,False,0.5783564445548928,0
13,12,smcAC,9000,9000,1.0,False,0.6779234620709066,0
13,13,smcAC,9000,9000,1.0,False,0.754814849750146,0
13,14,smcAC,9000,9000,1.0,False,0.6046841864121117,0
13,15,smcAC,9000,9000,1.0,False,0.5692203671022089,0
14,1,smcAC,9000,9000,1.0,False,0.700603460888794,1638
14,2,smcAC,9000,9000,1.0,False,0.6283668815322584,2076
14,3,smcAC,9000,9000,1.0,False,0.8405956653127715,1946
14,4,smcAC,8080,9000,0.8977777777777778,True,1.004094181491589,978
14,5,smcAC,9000,9000,1.0,False,0.872316321921268,1882
14,6,smcAC,9000,9000,1.0,False,0.978612426542561,1962
14,8,smcAC,9000,9000,1.0,False,0.8128265890705619,1886
14,9,smcAC,9000,9000,1.0,False,0.8983320938531827,1776
14,10,smcAC,9000,9000,1.0,False,0.7240919718287863,1962
15,1,smcAC,9000,9000,1.0,False,0.5543752755939595,0
15,2,smcAC,9000,9000,1.0,False,0.6660731921879753,0
15,3,smcAC,9000,9000,1.0,False,0.7293864834050693,0
15,4,smcAC,9000,9000,1.0,False,0.5573331252608229,0
15,5,smcAC,9000,9000,1.0,False,0.44061067113379726,0
15,6,smcAC,9000,9000,1.0,False,0.37486123151413525,0
15,7,smcAC,9000,9000,1.0,False,0.505602454712929,0
16,1,smcAC,9000,9000,1.0,False,0.8566884771378291,1882
16,2,smcAC,9000,9000,1.0,False,0.7678372870779471,1962
16,3,smcAC,9000,9000,1.0,False,0.8411894918901871,1786
16,4,smcAC,9000,9000,1.0,False,0.5627486232974708,1850
16,5,smcAC,9000,9000,1.0,False,0.8277154164810494,1803
16,6,smcAC,9000,9000,1.0,False,0.9262591035467386,1866
1,1,vib_table,7472,9000,0.8302222222222222,True,1.167845294070574,418
1,2,vib_table,7456,9000,0.8284444444444444,True,1.347368060629647,210
1,3,vib_table,9000,9000,1.0,False,0.9067176010390734,1754
1,4,vib_table,8576,9000,0.9528888888888889,True,3.2676431875876055,1426
1,5,vib_table,7456,9000,0.8284444444444444,True,1.0470917989776651,50
1,6,vib_table,8560,9000,0.9511111111111111,True,1.1652240757811618,1202
1,7,vib_table,8592,9000,0.9546666666666667,True,1.6813100249876398,1922
1,8,vib_table,8496,9000,0.944,True,4.109390424495862,1122
1,9,vib_table,8368,9000,0.9297777777777778,True,1.1848841183473655,1074
1,10,vib_table,8336,9000,0.9262222222222222,True,6.253401994227344,1096
1,11,vib_table,8576,9000,0.9528888888888889,True,1.6358257855584606,1226
1,12,vib_table,9000,9000,1.0,False,0.9220584111645684,1162
1,13,vib_table,8576,9000,0.9528888888888889,True,1.9474085231756122,962
1,14,vib_table,8432,9000,0.9368888888888889,True,1.1466273772870277,898
1,15,vib_table,8384,9000,0.9315555555555556,True,1.2414896740697956,738
1,16,vib_table,9000,9000,1.0,False,0.9387182271521423,1594
1,17,vib_table,9000,9000,1.0,False,0.9103059383987165,1630
2,1,vib_table,9000,9000,1.0,False,0.0,0
2,2,vib_table,8576,9000,0.9528888888888889,True,3.1902984806430106,1282
2,3,vib_table,8128,9000,0.9031111111111111,True,2.916279145628582,1282
2,4,vib_table,9000,9000,1.0,False,0.8049799403049466,1610
2,5,vib_table,8464,9000,0.9404444444444444,True,1.7458398531159647,1186
2,6,vib_table,8560,9000,0.9511111111111111,True,1.2321165074636882,1378
2,7,vib_table,8352,9000,0.928,True,2.141696479825796,1106
2,8,vib_table,8176,9000,0.9084444444444445,True,2.252121390358451,1010
2,9,vib_table,9000,9000,1.0,False,0.9965163915668414,1882
2,10,vib_table,9000,9000,1.0,False,0.5323649796382919,826
2,11,vib_table,8256,9000,0.9173333333333333,True,1.5377792608264804,1314
2,12,vib_table,8256,9000,0.9173333333333333,True,2.1327214868195603,1362
2,13,vib_table,8256,9000,0.9173333333333333,True,1.5681865047224774,1008
2,14,vib_table,6592,9000,0.7324444444444445,True,1.3213948723113667,-1534
3,1,vib_table,9000,9000,1.0,False,0.24286899097409956,0
3,2,vib_table,9000,9000,1.0,False,0.2429567260597127,0
3,3,vib_table,9000,9000,1.0,False,0.22860611325244332,0
3,5,vib_table,9000,9000,1.0,False,0.35358587172633815,0
3,6,vib_table,9000,9000,1.0,False,0.30030425493373414,0
3,7,vib_table,9000,9000,1.0,False,0.3683403238476355,0
3,8,vib_table,9000,9000,1.0,False,0.15399214020436366,0
3,9,vib_table,9000,9000,1.0,False,0.5422836085354751,0
3,10,vib_table,9000,9000,1.0,False,0.3850481563064542,0
3,11,vib_table,9000,9000,1.0,False,0.3875343387595113,0
3,12,vib_table,7120,9000,0.7911111111111111,True,1.281126810278564,-1880
3,14,vib_table,7424,9000,0.8248888888888889,True,1.2515326520828178,-1576
3,15,vib_table,9000,9000,1.0,False,0.7320118428335869,0
3,16,vib_table,6288,9000,0.6986666666666667,True,1.312963068628084,-2712
4,1,vib_table,9000,9000,1.0,False,0.11652509418230193,0
4,2,vib_table,9000,9000,1.0,False,0.3831165686523496,0
4,3,vib_table,9000,9000,1.0,False,0.6332917826681285,0
4,4,vib_table,9000,9000,1.0,False,0.5538120002050471,0
4,5,vib_table,9000,9000,1.0,False,0.6401572061975758,0
4,6,vib_table,9000,9000,1.0,False,0.5379608072904687,0
4,7,vib_table,9000,9000,1.0,False,0.21906964380858393,0
5,1,vib_table,8384,9000,0.9315555555555556,True,5.654595681725824,1378
5,2,vib_table,6848,9000,0.7608888888888888,True,5.528765252242444,-222
5,3,vib_table,8592,9000,0.9546666666666667,True,4.885913634711679,1410
5,4,vib_table,8560,9000,0.9511111111111111,True,7.5685913482973115,1346
5,5,vib_table,8448,9000,0.9386666666666666,True,7.962517010511515,1150
5,6,vib_table,8480,9000,0.9422222222222222,True,8.658353318667782,1186
7,1,vib_table,9000,9000,1.0,False,0.31045152629068035,0
7,2,vib_table,9000,9000,1.0,False,0.22346706611929917,0
7,3,vib_table,9000,9000,1.0,False,0.18692769821803998,0
7,4,vib_table,9000,9000,1.0,False,0.6332018928829033,0
7,5,vib_table,9000,9000,1.0,False,0.7010345431379063,0
7,6,vib_table,9000,9000,1.0,False,0.06769942601125814,0
7,7,vib_table,9000,9000,1.0,False,0.6961364605524746,0
7,8,vib_table,9000,9000,1.0,False,0.574327667005733,0
8,1,vib_table,6848,9000,0.7608888888888888,True,12.91162850133645,-206
8,2,vib_table,6880,9000,0.7644444444444445,True,10.824484938161556,-282
8,3,vib_table,6848,9000,0.7608888888888888,True,2.1995758577229223,-286
8,4,vib_table,6880,9000,0.7644444444444445,True,3.869998066981316,-222
8,5,vib_table,6928,9000,0.7697777777777778,True,8.03225742871683,-286
8,6,vib_table,5936,9000,0.6595555555555556,True,1.3565065955857671,-1167
9,1,vib_table,8368,9000,0.9297777777777778,True,3.9628751261418698,1368
9,2,vib_table,8384,9000,0.9315555555555556,True,4.164037547447789,1426
9,3,vib_table,8288,9000,0.9208888888888889,True,2.2355586801857834,1346
9,4,vib_table,8288,9000,0.9208888888888889,True,1.8396748704757655,1266
9,5,vib_table,8320,9000,0.9244444444444444,True,2.020171372236206,1314
9,6,vib_table,8176,9000,0.9084444444444445,True,4.18399727524111,1170
9,7,vib_table,8224,9000,0.9137777777777778,True,1.0607177834058128,944
9,8,vib_table,8224,9000,0.9137777777777778,True,2.5464654754064204,913
