case,run,idx_noload_end,idx_start,idx_end,index_fixed,signal_length,status,note,time,DOC,feed,material_name,updated_at
2,10,1813,7144,8144,8144,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",45,0.75,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
2,11,911,4156,5156,5156,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",51,0.75,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
2,12,710,5853,6853,6853,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",59,0.75,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
2,13,796,5044,6044,6044,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=None,target_length=1000,merge_gap=32,fallback=rolling_std)",66,0.75,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
2,14,1585,5402,6402,6402,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",72,0.75,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
3,1,281,3122,4122,4122,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",0,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,2,1057,7332,8332,8332,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",3,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,3,1109,4882,5882,5882,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",9,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,5,787,6407,7407,7407,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",21,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,6,406,2818,3818,3818,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",27,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,7,936,3913,4913,4913,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",33,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,8,637,5098,6098,6098,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",39,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,9,2077,5649,6649,6649,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",45,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,10,720,3451,4451,4451,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",51,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,11,832,3743,4743,4743,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",57,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,12,857,5063,6063,6063,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",63,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,14,963,3568,4568,4568,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",69,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,15,1335,5112,6112,6112,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",75,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
3,16,824,4497,5497,5497,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",81,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
4,1,1139,3704,4704,4704,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",3,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
4,2,919,4044,5044,5044,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",9,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
4,3,891,4239,5239,5239,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",15,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
4,4,876,4067,5067,5067,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",21,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
4,5,1029,4824,5824,5824,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",27,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
4,6,1062,3918,4918,4918,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=3.5,target_length=1000,merge_gap=32,fallback=False)",34,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
4,7,833,3381,4381,4381,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=3.5,target_length=1000,merge_gap=32,fallback=False)",39,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
5,1,495,4461,5461,5461,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=3.0,target_length=1000,merge_gap=32,fallback=False)",0,1.5,0.5,steel,2026-05-28T16:20:56.558428+09:00
5,2,536,5404,6404,6404,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",3,1.5,0.5,steel,2026-05-28T16:20:56.558428+09:00
5,3,662,5274,6274,6274,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.5,target_length=1000,merge_gap=32,fallback=False)",6,1.5,0.5,steel,2026-05-28T16:20:56.558428+09:00
5,4,587,1195,2195,2195,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",9,1.5,0.5,steel,2026-05-28T16:20:56.558428+09:00
5,5,477,1023,2023,2023,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",12,1.5,0.5,steel,2026-05-28T16:20:56.558428+09:00
5,6,596,999,1999,1999,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",15,1.5,0.5,steel,2026-05-28T16:20:56.558428+09:00
7,1,783,3251,4251,4251,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",1,0.75,0.25,steel,2026-05-28T16:20:56.558428+09:00
7,2,644,3042,4042,4042,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",3,0.75,0.25,steel,2026-05-28T16:20:56.558428+09:00
7,3,948,3495,4495,4495,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",6,0.75,0.25,steel,2026-05-28T16:20:56.558428+09:00
7,4,734,3334,4334,4334,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",10,0.75,0.25,steel,2026-05-28T16:20:56.558428+09:00
7,5,1525,4040,5040,5040,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",13,0.75,0.25,steel,2026-05-28T16:20:56.558428+09:00
7,6,987,4611,5611,5611,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",15,0.75,0.25,steel,2026-05-28T16:20:56.558428+09:00
7,7,860,4477,5477,5477,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",19,0.75,0.25,steel,2026-05-28T16:20:56.558428+09:00
7,8,1100,5647,6647,6647,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",21,0.75,0.25,steel,2026-06-08T20:13:41.632758+09:00
8,1,531,5701,6701,6701,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",0,0.75,0.5,steel,2026-05-28T16:20:56.558428+09:00
8,2,585,3358,4358,4358,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",3,0.75,0.5,steel,2026-05-28T16:20:56.558428+09:00
8,3,577,1875,2875,2875,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",6,0.75,0.5,steel,2026-05-28T16:20:56.558428+09:00
8,4,562,2274,3274,3274,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",8,0.75,0.5,steel,2026-06-08T20:13:42.060993+09:00
8,5,604,6112,7112,7112,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",9,0.75,0.5,steel,2026-05-28T16:20:56.558428+09:00
8,6,545,4297,5297,5297,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",12,0.75,0.5,steel,2026-05-28T16:20:56.558428+09:00
9,1,649,2196,3196,3196,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",1,1.5,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
9,2,663,4270,5270,5270,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",3,1.5,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
9,3,594,3988,4988,4988,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=4.0,target_length=1000,merge_gap=32,fallback=False)",9,1.5,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
9,4,656,4454,5454,5454,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=3.5,target_length=1000,merge_gap=32,fallback=False)",16,1.5,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
9,5,727,1804,2804,2804,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",22,1.5,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
9,6,691,1596,2596,2596,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",28,1.5,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
9,7,695,1408,2408,2408,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",34,1.5,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
9,8,696,1257,2257,2257,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",40,1.5,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
9,9,579,1045,2045,2045,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",46,1.5,0.5,cast_iron,2026-05-28T16:20:56.558428+09:00
10,1,1338,4321,5321,5321,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",0,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
10,2,1088,3632,4632,4632,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",4,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
10,3,977,4302,5302,5302,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",9,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
10,4,909,3531,4531,4531,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",15,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
10,5,1096,4118,5118,5118,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",21,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
10,6,1008,7929,8929,8929,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=5.0,target_length=1000,merge_gap=32,fallback=False)",27,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
10,7,897,8000,9000,9000,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=4.5,target_length=1000,merge_gap=32,fallback=False)",33,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
10,8,962,3416,4416,4416,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",39,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
10,9,908,3099,4099,4099,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",45,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
10,10,2173,3935,4935,4935,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",57,1.5,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
11,1,1140,3728,4728,4728,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",1,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
11,2,1122,3578,4578,4578,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",3,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
11,3,1063,7125,8125,8125,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",10,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
11,4,1010,6476,7476,7476,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",12,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
11,5,928,3653,4653,4653,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",14,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
11,6,1131,3840,4840,4840,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",17,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
11,7,849,3943,4943,4943,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",19,0.75,0.25,cast_iron,2026-06-08T20:13:42.479845+09:00
11,8,899,4421,5421,5421,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=1000,merge_gap=32,fallback=False)",21,0.75,0.25,cast_iron,2026-05-28T16:20:56.558428+09:00
