case,run,idx_noload_end,idx_start,idx_end,index_fixed,signal_length,status,note,time,DOC,feed,material_name,updated_at
2,8,767,2039,6039,6039,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",33,0.75,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
2,9,689,2562,6562,6562,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",39,0.75,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
2,10,1753,3911,7911,7911,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",45,0.75,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
2,11,856,3535,7535,7535,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",51,0.75,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
2,12,647,2760,6760,6760,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",59,0.75,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
2,13,744,3337,7337,7337,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",66,0.75,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
2,14,1521,4376,8376,8376,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",72,0.75,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
3,1,128,4655,8655,8655,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",0,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,2,920,4162,8162,8162,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",3,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,3,963,4994,8994,8994,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",9,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,5,681,5000,9000,9000,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",21,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,6,293,3089,7089,7089,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",27,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,7,850,4999,8999,8999,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",33,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,8,545,4264,8264,8264,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",39,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,9,1995,4992,8992,8992,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",45,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,10,656,4999,8999,8999,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",51,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,11,741,1858,5858,5858,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",57,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,12,779,4982,8982,8982,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",63,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,14,916,4037,8037,8037,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",69,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,15,1277,4999,8999,8999,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",75,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
3,16,775,4996,8996,8996,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",81,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
4,1,1040,4982,8982,8982,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",3,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
4,2,843,4991,8991,8991,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",9,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
4,3,808,3505,7505,7505,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",15,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
4,4,797,4823,8823,8823,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",21,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
4,5,946,3964,7964,7964,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",27,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
4,6,978,3828,7828,7828,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",34,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
4,7,752,1944,5944,5944,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",39,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
5,1,430,3105,7105,7105,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",0,1.5,0.5,steel,2026-05-18T14:53:37.185444+09:00
5,2,471,2039,6039,6039,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",3,1.5,0.5,steel,2026-05-18T14:53:37.185444+09:00
5,3,599,2269,6269,6269,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",6,1.5,0.5,steel,2026-05-18T14:53:37.185444+09:00
5,4,530,2611,6611,6611,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",9,1.5,0.5,steel,2026-05-18T14:53:37.185444+09:00
5,5,419,2325,6325,6325,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",12,1.5,0.5,steel,2026-05-18T14:53:37.185444+09:00
5,6,503,2076,6076,6076,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",15,1.5,0.5,steel,2026-05-18T14:53:37.185444+09:00
7,1,604,4385,8385,8385,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",1,0.75,0.25,steel,2026-05-18T14:53:37.185444+09:00
7,2,523,5000,9000,9000,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",3,0.75,0.25,steel,2026-05-18T14:53:37.185444+09:00
7,3,837,4965,8965,8965,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",6,0.75,0.25,steel,2026-05-18T14:53:37.185444+09:00
7,4,629,3606,7606,7606,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",10,0.75,0.25,steel,2026-05-18T14:53:37.185444+09:00
7,5,1425,4984,8984,8984,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",13,0.75,0.25,steel,2026-05-18T14:53:37.185444+09:00
7,6,877,3506,7506,7506,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",15,0.75,0.25,steel,2026-05-18T14:53:37.185444+09:00
7,7,762,4993,8993,8993,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",19,0.75,0.25,steel,2026-05-18T14:53:37.185444+09:00
8,1,450,2862,6862,6862,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",0,0.75,0.5,steel,2026-05-18T14:53:37.185444+09:00
8,2,510,2036,6036,6036,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",3,0.75,0.5,steel,2026-05-18T14:53:37.185444+09:00
8,3,501,1916,5916,5916,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",6,0.75,0.5,steel,2026-05-18T14:53:37.185444+09:00
8,5,538,2862,6862,6862,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",9,0.75,0.5,steel,2026-05-18T14:53:37.185444+09:00
8,6,481,2832,6832,6832,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",12,0.75,0.5,steel,2026-05-18T14:53:37.185444+09:00
9,1,579,2886,6886,6886,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",1,1.5,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
9,2,596,2858,6858,6858,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",3,1.5,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
9,3,529,1044,5044,5044,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",9,1.5,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
9,4,594,1142,5142,5142,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",16,1.5,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
9,5,670,2700,6700,6700,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",22,1.5,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
9,6,632,1269,5269,5269,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",28,1.5,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
9,7,639,2448,6448,6448,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",34,1.5,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
9,8,644,1223,5223,5223,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",40,1.5,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
9,9,526,919,4919,4919,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",46,1.5,0.5,cast_iron,2026-05-18T14:53:37.185444+09:00
10,1,1223,4156,8156,8156,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",0,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
10,2,979,4656,8656,8656,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",4,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
10,3,870,3992,7992,7992,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",9,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
10,4,815,4992,8992,8992,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",15,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
10,5,1003,4348,8348,8348,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",21,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
10,6,921,2228,6228,6228,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",27,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
10,7,817,5000,9000,9000,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",33,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
10,8,879,2059,6059,6059,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",39,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
10,9,836,3904,7904,7904,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",45,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
10,10,2099,3341,7341,7341,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",57,1.5,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,1,968,4837,8837,8837,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",1,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,2,953,3427,7427,7427,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",3,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,3,907,3655,7655,7655,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",10,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,4,866,4960,8960,8960,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",12,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,5,743,3035,7035,7035,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",14,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,6,992,2819,6819,6819,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",17,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,8,788,3989,7989,7989,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",21,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,9,548,4170,8170,8170,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",27,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,10,764,3617,7617,7617,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",33,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,11,524,4430,8430,8430,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",39,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,12,634,3559,7559,7559,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",45,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,13,567,2076,6076,6076,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",51,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,15,700,4695,8695,8695,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",57,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,16,544,4967,8967,8967,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",63,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
11,18,538,2652,6652,6652,9000,labeled,"peng2026_inspired(sensor=vib_table,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",72,0.75,0.25,cast_iron,2026-05-18T14:53:37.185444+09:00
