case,run,idx_noload_end,idx_start,idx_end,index_fixed,signal_length,status,note,time,DOC,feed,material_name,updated_at
1,16,880,1580,5580,5580,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",46,1.5,0.5,cast_iron,2026-06-08T20:13:40.688254+09:00
1,17,730,1296,7263,5392,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",48,1.5,0.5,cast_iron,2026-04-30T20:36:26.757885+09:00
2,2,914,1396,7363,5492,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",9,0.75,0.5,cast_iron,2026-04-30T20:36:26.804815+09:00
2,3,466,1106,6934,5202,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",12,0.75,0.5,cast_iron,2026-04-30T20:36:26.853380+09:00
2,4,1069,1446,7544,5542,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",15,0.75,0.5,cast_iron,2026-04-30T20:36:26.903312+09:00
2,5,939,1318,7359,5414,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",22,0.75,0.5,cast_iron,2026-04-30T20:36:26.949607+09:00
2,6,840,2860,6860,6860,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",24,0.75,0.5,cast_iron,2026-06-08T20:13:41.121031+09:00
2,7,863,1315,7330,5411,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",27,0.75,0.5,cast_iron,2026-04-30T20:36:26.995666+09:00
2,8,860,983,7249,5079,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",33,0.75,0.5,cast_iron,2026-04-30T20:36:27.042355+09:00
2,9,777,1245,7227,5341,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",39,0.75,0.5,cast_iron,2026-04-30T20:36:27.088619+09:00
2,10,1843,2466,8262,6562,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",45,0.75,0.5,cast_iron,2026-04-30T20:36:27.134375+09:00
2,11,941,1367,7333,5463,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",51,0.75,0.5,cast_iron,2026-04-30T20:36:27.180244+09:00
2,12,742,1034,7146,5130,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",59,0.75,0.5,cast_iron,2026-04-30T20:36:27.233473+09:00
2,13,831,1477,7241,5573,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",66,0.75,0.5,cast_iron,2026-04-30T20:36:27.280347+09:00
2,14,1596,2549,8086,6645,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",72,0.75,0.5,cast_iron,2026-04-30T20:36:27.332170+09:00
3,1,2763,2776,6115,6115,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",0,0.75,0.25,cast_iron,2026-04-30T20:36:27.382498+09:00
3,2,2202,2301,7124,6397,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",3,0.75,0.25,cast_iron,2026-04-30T20:36:27.430243+09:00
3,3,2403,2496,8439,6592,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",9,0.75,0.25,cast_iron,2026-04-30T20:36:27.477644+09:00
3,5,2769,2776,7832,6872,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",21,0.75,0.25,cast_iron,2026-04-30T20:36:27.524960+09:00
3,6,2356,2392,7161,6488,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",27,0.75,0.25,cast_iron,2026-04-30T20:36:27.572175+09:00
3,7,2799,2910,7622,7006,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",33,0.75,0.25,cast_iron,2026-04-30T20:36:27.620747+09:00
3,8,917,1004,8227,5100,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",39,0.75,0.25,cast_iron,2026-04-30T20:36:27.668194+09:00
3,9,2079,2253,8131,6349,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",45,0.75,0.25,cast_iron,2026-04-30T20:36:27.715063+09:00
3,10,727,1103,8943,5199,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",51,0.75,0.25,cast_iron,2026-04-30T20:36:27.760562+09:00
3,11,843,1238,7672,5334,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",57,0.75,0.25,cast_iron,2026-04-30T20:36:27.807379+09:00
3,12,868,1638,6403,5734,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",63,0.75,0.25,cast_iron,2026-04-30T20:36:27.856892+09:00
3,14,970,1543,6684,5639,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",69,0.75,0.25,cast_iron,2026-04-30T20:36:27.903104+09:00
3,15,1358,1796,8006,5892,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",75,0.75,0.25,cast_iron,2026-04-30T20:36:27.951644+09:00
3,16,832,1240,8931,5336,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",81,0.75,0.25,cast_iron,2026-04-30T20:36:28.000449+09:00
4,1,2853,3070,7608,7166,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",3,1.5,0.25,cast_iron,2026-04-30T20:36:28.045367+09:00
4,2,2779,2807,7671,6903,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",9,1.5,0.25,cast_iron,2026-04-30T20:36:28.091444+09:00
4,3,2760,2764,8146,6860,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",15,1.5,0.25,cast_iron,2026-04-30T20:36:28.139229+09:00
4,4,877,1491,6728,5587,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",21,1.5,0.25,cast_iron,2026-04-30T20:36:28.186947+09:00
4,5,2309,2412,6476,6476,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",27,1.5,0.25,cast_iron,2026-04-30T20:36:28.234674+09:00
4,6,2854,3028,6162,6162,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",34,1.5,0.25,cast_iron,2026-04-30T20:36:28.280753+09:00
4,7,2704,3125,8569,7221,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",39,1.5,0.25,cast_iron,2026-04-30T20:36:28.327487+09:00
5,1,528,649,7027,4745,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",0,1.5,0.5,steel,2026-04-30T20:36:28.373396+09:00
5,2,567,707,7160,4803,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",3,1.5,0.5,steel,2026-04-30T20:36:28.419419+09:00
5,3,684,1457,7249,5553,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",6,1.5,0.5,steel,2026-04-30T20:36:28.465367+09:00
5,4,627,702,7305,4798,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",9,1.5,0.5,steel,2026-04-30T20:36:28.511256+09:00
5,5,515,1030,7228,5126,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",12,1.5,0.5,steel,2026-04-30T20:36:28.557335+09:00
5,6,639,1016,7372,5112,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",15,1.5,0.5,steel,2026-04-30T20:36:28.603047+09:00
7,1,2762,2801,8655,6897,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",1,0.75,0.25,steel,2026-04-30T20:36:28.651676+09:00
7,2,615,1124,7990,5220,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",3,0.75,0.25,steel,2026-04-30T20:36:28.700956+09:00
7,3,941,1426,7185,5522,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",6,0.75,0.25,steel,2026-04-30T20:36:28.748351+09:00
7,4,735,1175,7852,5271,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",10,0.75,0.25,steel,2026-04-30T20:36:28.794421+09:00
7,5,1527,2327,7938,6423,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",13,0.75,0.25,steel,2026-04-30T20:36:28.839954+09:00
7,6,981,1617,8747,5713,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",15,0.75,0.25,steel,2026-04-30T20:36:28.886117+09:00
7,7,872,1363,6674,5459,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",19,0.75,0.25,steel,2026-04-30T20:36:28.932218+09:00
7,8,1100,4942,8942,8942,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",21,0.75,0.25,steel,2026-06-08T20:13:41.539890+09:00
8,1,549,903,7174,4999,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",0,0.75,0.5,steel,2026-04-30T20:36:28.977793+09:00
8,2,603,735,7195,4831,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",3,0.75,0.5,steel,2026-04-30T20:36:29.022876+09:00
8,3,595,1518,7146,5614,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",6,0.75,0.5,steel,2026-04-30T20:36:29.068614+09:00
8,4,562,3152,7152,7152,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",8,0.75,0.5,steel,2026-06-08T20:13:41.968188+09:00
8,5,630,730,7218,4826,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",9,0.75,0.5,steel,2026-04-30T20:36:29.115944+09:00
8,6,573,668,7117,4764,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",12,0.75,0.5,steel,2026-04-30T20:36:29.162893+09:00
9,1,671,804,7042,4900,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",1,1.5,0.5,cast_iron,2026-04-30T20:36:29.210547+09:00
9,2,685,1059,7020,5155,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",3,1.5,0.5,cast_iron,2026-04-30T20:36:29.258616+09:00
9,3,624,924,7069,5020,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",9,1.5,0.5,cast_iron,2026-04-30T20:36:29.304277+09:00
9,4,690,789,7078,4885,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",16,1.5,0.5,cast_iron,2026-04-30T20:36:29.350134+09:00
9,5,759,870,7082,4966,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",22,1.5,0.5,cast_iron,2026-04-30T20:36:29.395425+09:00
9,6,732,1212,7082,5308,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",28,1.5,0.5,cast_iron,2026-04-30T20:36:29.440338+09:00
9,7,732,1133,7215,5229,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",34,1.5,0.5,cast_iron,2026-04-30T20:36:29.485917+09:00
9,8,738,1264,7316,5360,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",40,1.5,0.5,cast_iron,2026-04-30T20:36:29.530324+09:00
9,9,616,1061,7165,5157,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",46,1.5,0.5,cast_iron,2026-04-30T20:36:29.575921+09:00
10,1,2976,3053,7531,7149,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",0,1.5,0.25,cast_iron,2026-04-30T20:36:29.622060+09:00
10,2,2725,2758,8872,6854,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",4,1.5,0.25,cast_iron,2026-04-30T20:36:29.669634+09:00
10,3,2359,2402,7894,6498,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",9,1.5,0.25,cast_iron,2026-04-30T20:36:29.715756+09:00
10,4,2998,3735,8678,7831,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",15,1.5,0.25,cast_iron,2026-04-30T20:36:29.761299+09:00
10,5,2820,3237,8101,7333,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",21,1.5,0.25,cast_iron,2026-04-30T20:36:29.808407+09:00
10,6,2482,3384,6060,6060,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",27,1.5,0.25,cast_iron,2026-04-30T20:36:29.856407+09:00
10,7,914,1624,8481,5720,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",33,1.5,0.25,cast_iron,2026-04-30T20:36:29.901831+09:00
10,8,990,1549,6000,5645,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",39,1.5,0.25,cast_iron,2026-04-30T20:36:29.946466+09:00
10,9,933,1905,6000,6000,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",45,1.5,0.25,cast_iron,2026-04-30T20:36:29.992084+09:00
10,10,2208,2916,6000,6000,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",57,1.5,0.25,cast_iron,2026-04-30T20:36:30.038838+09:00
11,1,2689,2794,7652,6890,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",1,0.75,0.25,cast_iron,2026-04-30T20:36:30.088061+09:00
11,2,1982,2032,7336,6128,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",3,0.75,0.25,cast_iron,2026-04-30T20:36:30.134469+09:00
11,3,2300,2350,8587,6446,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",10,0.75,0.25,cast_iron,2026-04-30T20:36:30.179067+09:00
11,4,2620,2707,7989,6803,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",12,0.75,0.25,cast_iron,2026-04-30T20:36:30.225504+09:00
11,5,2605,2701,6046,6046,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",14,0.75,0.25,cast_iron,2026-04-30T20:36:30.271585+09:00
11,6,2654,2660,7550,6756,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",17,0.75,0.25,cast_iron,2026-04-30T20:36:30.317604+09:00
11,7,849,3429,7429,7429,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.5,target_length=4000,merge_gap=32,fallback=False)",19,0.75,0.25,cast_iron,2026-06-08T20:13:42.394471+09:00
11,8,2383,2499,7649,6595,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",21,0.75,0.25,cast_iron,2026-04-30T20:36:30.365468+09:00
11,9,1981,2055,6113,6113,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",27,0.75,0.25,cast_iron,2026-04-30T20:36:30.412898+09:00
11,10,870,1039,8704,5135,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",33,0.75,0.25,cast_iron,2026-04-30T20:36:30.457882+09:00
11,11,603,1230,8244,5326,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",39,0.75,0.25,cast_iron,2026-04-30T20:36:30.503344+09:00
11,12,1459,1668,7674,5764,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",45,0.75,0.25,cast_iron,2026-04-30T20:36:30.548928+09:00
11,13,656,1139,8207,5235,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",51,0.75,0.25,cast_iron,2026-04-30T20:36:30.594524+09:00
11,14,686,3604,7604,7604,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",54,0.75,0.25,cast_iron,2026-06-08T20:13:42.810585+09:00
11,15,2402,2441,7972,6537,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",57,0.75,0.25,cast_iron,2026-04-30T20:36:30.640290+09:00
11,16,2725,2886,7925,6982,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",63,0.75,0.25,cast_iron,2026-04-30T20:36:30.685003+09:00
11,17,743,4866,8866,8866,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",67,0.75,0.25,cast_iron,2026-06-08T20:13:43.263975+09:00
11,18,1553,1631,8917,5727,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",72,0.75,0.25,cast_iron,2026-04-30T20:36:30.730881+09:00
11,19,2586,2736,7864,6832,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",80,0.75,0.25,cast_iron,2026-04-30T20:36:30.775243+09:00
11,20,649,1027,6610,5123,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",86,0.75,0.25,cast_iron,2026-04-30T20:36:30.820740+09:00
11,21,2374,2620,7654,6716,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",93,0.75,0.25,cast_iron,2026-04-30T20:36:30.865968+09:00
11,22,784,1333,7323,5429,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",100,0.75,0.25,cast_iron,2026-04-30T20:36:30.912561+09:00
11,23,1352,1696,8413,5792,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",105,0.75,0.25,cast_iron,2026-04-30T20:36:30.960258+09:00
12,2,969,1101,7108,5197,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",3,0.75,0.5,cast_iron,2026-04-30T20:36:31.005115+09:00
12,3,1033,1085,6904,5181,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",6,0.75,0.5,cast_iron,2026-04-30T20:36:31.050397+09:00
12,4,512,2896,6896,6896,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",12,0.75,0.5,cast_iron,2026-06-08T20:13:43.711665+09:00
12,5,568,874,6749,4970,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",19,0.75,0.5,cast_iron,2026-04-30T20:36:31.095741+09:00
12,6,613,715,7124,4811,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",24,0.75,0.5,cast_iron,2026-04-30T20:36:31.141516+09:00
12,7,586,1342,7046,5438,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",30,0.75,0.5,cast_iron,2026-04-30T20:36:31.187590+09:00
12,8,556,927,7050,5023,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",36,0.75,0.5,cast_iron,2026-04-30T20:36:31.232480+09:00
12,9,505,804,7153,4900,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",42,0.75,0.5,cast_iron,2026-04-30T20:36:31.277938+09:00
12,10,421,2953,6953,6953,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=None,target_length=4000,merge_gap=32,fallback=rolling_std)",45,0.75,0.5,cast_iron,2026-06-08T20:13:44.155062+09:00
12,11,613,1078,7180,5174,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",49,0.75,0.5,cast_iron,2026-04-30T20:36:31.324080+09:00
12,12,730,835,7013,4931,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",55,0.75,0.5,cast_iron,2026-04-30T20:36:31.370727+09:00
12,13,736,1416,7100,5512,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",61,0.75,0.5,cast_iron,2026-04-30T20:36:31.416534+09:00
12,14,635,1422,6176,5518,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",67,0.75,0.5,cast_iron,2026-04-30T20:36:31.461611+09:00
12,15,547,1201,6931,5297,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",74,0.75,0.5,cast_iron,2026-04-30T20:36:31.509112+09:00
13,1,1457,4916,8916,8916,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",1,0.75,0.25,steel,2026-06-08T20:13:44.591692+09:00
13,2,733,4780,8780,8780,9000,labeled,"peng2026_inspired(sensor=smcDC,window=64,hop=1,stat=rms,idle_delta_ratio=0.35,reference=middle,xi=2.0,target_length=4000,merge_gap=32,fallback=False)",2,0.75,0.25,steel,2026-06-08T20:13:45.033035+09:00
13,3,2144,2498,8687,6594,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",4,0.75,0.25,steel,2026-04-30T20:36:31.554729+09:00
13,4,2004,2123,8734,6219,9000,labeled,"auto_heuristic(sensor=smcDC,window=64,stride=1,noload<=3000,steady_end>=6000)",7,0.75,0.25,steel,2026-04-30T20:36:31.601771+09:00
